date,change,changeOverTime,changePercent,close,high,label,low,open,symbol,uClose,uHigh,uLow,uOpen,uVolume,volume
2017-04-07,-2.99,0.560456,-0.3544,842.1,845.88,"Apr 7, 17",837.3,845.0,GOOGL,842.1,845.88,837.3,845.0,1111610,1111610
2017-04-10,-0.4,0.559715,-0.0475,841.7,846.74,"Apr 10, 17",840.79,841.54,GOOGL,841.7,846.74,840.79,841.54,1046215,1046215
2017-04-11,-1.82,0.556342,-0.2162,839.88,844.63,"Apr 11, 17",834.6,841.7,GOOGL,839.88,844.63,834.6,841.7,974343,974343
2017-04-12,1.58,0.55927,0.1881,841.46,843.72,"Apr 12, 17",837.59,838.46,GOOGL,841.46,843.72,837.59,838.46,1135775,1135775
2017-04-13,-1.28,0.556898,-0.1521,840.18,843.73,"Apr 13, 17",837.85,841.04,GOOGL,840.18,843.73,837.85,841.04,1073650,1073650
2017-04-17,14.95,0.584601,1.7794,855.13,855.64,"Apr 17, 17",841.03,841.38,GOOGL,855.13,855.64,841.03,841.38,1049125,1049125
2017-04-18,-1.14,0.582489,-0.1333,853.99,857.39,"Apr 18, 17",851.25,852.54,GOOGL,853.99,857.39,851.25,852.54,936201,936201
2017-04-19,2.52,0.587158,0.2951,856.51,860.2,"Apr 19, 17",853.53,857.39,GOOGL,856.51,860.2,853.53,857.39,1080336,1080336
2017-04-20,3.57,0.593774,0.4168,860.08,863.93,"Apr 20, 17",857.5,859.74,GOOGL,860.08,863.93,857.5,859.74,1188843,1188843
2017-04-21,-1.13,0.59168,-0.1314,858.95,862.44,"Apr 21, 17",857.73,860.62,GOOGL,858.95,862.44,857.73,860.62,1172870,1172870
2017-04-24,19.98,0.628704,2.3261,878.93,879.96,"Apr 24, 17",866.11,868.44,GOOGL,878.93,879.96,866.11,868.44,1696483,1696483
2017-04-25,9.91,0.647068,1.1275,888.84,892.25,"Apr 25, 17",879.28,882.26,GOOGL,888.84,892.25,879.28,882.26,2038032,2038032
2017-04-26,0.3,0.647623,0.0338,889.14,892.99,"Apr 26, 17",885.15,891.39,GOOGL,889.14,892.99,885.15,891.39,1323297,1323297
2017-04-27,2.3,0.651885,0.2587,891.44,893.38,"Apr 27, 17",887.18,890.0,GOOGL,891.44,893.38,887.18,890.0,2342303,2342303
2017-04-28,33.08,0.713184,3.7108,924.52,935.9,"Apr 28, 17",923.22,929.0,GOOGL,924.52,935.9,923.22,929.0,3845857,3845857
2017-05-01,8.3,0.728565,0.8978,932.82,935.82,"May 1, 17",920.8,924.15,GOOGL,932.82,935.82,920.8,924.15,2327782,2327782
2017-05-02,4.27,0.736477,0.4578,937.09,942.99,"May 2, 17",931.0,933.27,GOOGL,937.09,942.99,931.0,933.27,1751292,1751292
2017-05-03,11.36,0.757528,1.2123,948.45,950.2,"May 3, 17",935.21,936.05,GOOGL,948.45,950.2,935.21,936.05,1824759,1824759
2017-05-04,6.27,0.769147,0.6611,954.72,959.14,"May 4, 17",947.37,950.29,GOOGL,954.72,959.14,947.37,950.29,1938260,1938260
2017-05-05,-4.44,0.760919,-0.4651,950.28,958.44,"May 5, 17",948.1,956.72,GOOGL,950.28,958.44,948.1,956.72,1615548,1615548
2017-05-08,8.41,0.776503,0.885,958.69,960.99,"May 8, 17",947.4,947.45,GOOGL,958.69,960.99,947.4,947.45,1876690,1876690
2017-05-09,-1.98,0.772834,-0.2065,956.71,962.2,"May 9, 17",954.4,961.33,GOOGL,956.71,962.2,954.4,961.33,1687942,1687942
2017-05-10,-1.87,0.769369,-0.1955,954.84,956.71,"May 10, 17",949.84,956.22,GOOGL,954.84,956.71,949.84,956.22,1145969,1145969
2017-05-11,1.05,0.771315,0.11,955.89,957.99,"May 11, 17",948.61,951.29,GOOGL,955.89,957.99,948.61,951.29,1031093,1031093
2017-05-12,-0.75,0.769925,-0.0785,955.14,957.98,"May 12, 17",952.06,957.85,GOOGL,955.14,957.98,952.06,957.85,1214851,1214851
2017-05-15,4.08,0.777485,0.4272,959.22,962.7,"May 15, 17",952.82,955.29,GOOGL,959.22,962.7,952.82,955.29,1337697,1337697
2017-05-16,5.39,0.787473,0.5619,964.61,965.9,"May 16, 17",960.35,963.55,GOOGL,964.61,965.9,960.35,963.55,1101544,1101544
2017-05-17,-22.44,0.745891,-2.3263,942.17,960.99,"May 17, 17",940.06,959.7,GOOGL,942.17,960.99,940.06,959.7,2449058,2449058
2017-05-18,8.33,0.761327,0.8841,950.5,954.18,"May 18, 17",941.27,943.2,GOOGL,950.5,954.18,941.27,943.2,1800465,1800465
2017-05-19,4.15,0.769017,0.4366,954.65,959.56,"May 19, 17",952.0,952.82,GOOGL,954.65,959.56,952.0,952.82,1360299,1360299
2017-05-22,9.42,0.786473,0.9867,964.07,964.82,"May 22, 17",956.56,957.0,GOOGL,964.07,964.82,956.56,957.0,1387392,1387392
2017-05-23,6.48,0.79848,0.6722,970.55,974.51,"May 23, 17",964.5,969.96,GOOGL,970.55,974.51,964.5,969.96,1545421,1545421
2017-05-24,7.06,0.811563,0.7274,977.61,978.12,"May 24, 17",971.63,975.26,GOOGL,977.61,978.12,971.63,975.26,1142488,1142488
2017-05-25,14.25,0.837969,1.4576,991.86,995.78,"May 25, 17",977.82,979.0,GOOGL,991.86,995.78,977.82,979.0,1954149,1954149
2017-05-26,1.41,0.840582,0.1422,993.27,996.39,"May 26, 17",987.36,992.0,GOOGL,993.27,996.39,987.36,992.0,1636416,1636416
2017-05-30,2.9,0.845956,0.292,996.17,997.62,"May 30, 17",991.36,992.5,GOOGL,996.17,997.62,991.36,992.5,1516685,1516685
2017-05-31,-9.08,0.82913,-0.9115,987.09,999.6,"May 31, 17",981.68,996.21,GOOGL,987.09,999.6,981.68,996.21,1724095,1724095
2017-06-01,1.2,0.831354,0.1216,988.29,993.14,"Jun 1, 17",981.29,990.96,GOOGL,988.29,993.14,981.29,990.96,1306384,1306384
2017-06-02,7.83,0.845863,0.7923,996.12,996.48,"Jun 2, 17",987.07,988.59,GOOGL,996.12,996.48,987.07,988.59,1735469,1735469
2017-06-05,7.76,0.860243,0.779,1003.88,1007.4,"Jun 5, 17",995.45,997.89,GOOGL,1003.88,1007.4,995.45,997.89,1378916,1378916
2017-06-06,-7.2,0.846901,-0.7172,996.68,1008.61,"Jun 6, 17",994.8,1003.31,GOOGL,996.68,1008.61,994.8,1003.31,1552114,1552114
2017-06-07,4.91,0.855999,0.4926,1001.59,1003.91,"Jun 7, 17",995.81,998.82,GOOGL,1001.59,1003.91,995.81,998.82,1374097,1374097
2017-06-08,2.69,0.860984,0.2686,1004.28,1005.6,"Jun 8, 17",996.62,1004.23,GOOGL,1004.28,1005.6,996.62,1004.23,1687925,1687925
